610	-1.14031 0.263641  1.71742	-0.194921 -0.218076  0.733377   0.67318  0.437774  0.443849  0.659527 -0.617563    0.1623 -0.441298
616	-3.05077   6.4976 0.358009	  0.825798   0.544241   0.520071   0.393325   -0.98472 -0.0257384  0.0265256     -0.627   0.251381 -0.0168152
622	0.104862  3.39225  1.81898	 -0.437378  -0.970712   0.447469 -0.0850171  -0.976981  0.0142802   0.648431    0.90451  -0.222876  -0.669304
631	-2.6178 2.00255 0.18037	  -0.806835   0.0299248   -0.664679   -0.036965    0.357343  -0.0920386   -0.261044  0.00946772 -0.00154781   -0.302784
669	 0.350018   5.10209 0.0927355	  0.483372   0.656269  -0.716335  -0.468197   0.183675   -0.65684 -0.0689257   0.944908  -0.237626  -0.320682
674	-1.16208  8.13867 0.175437	 0.854488 -0.774124  0.420991  0.731395 -0.417257 -0.484526  -0.71238  0.153539 -0.124107  0.247022
689	-2.78519  1.82016  1.69095	  0.868939  -0.460964  -0.495288 -0.0234739   0.727218   0.140046  -0.762902  -0.280592   0.901549   0.901555
725	-1.93321  3.07416 0.649228	-0.767085 -0.762353 -0.734667 -0.921648  0.273257  0.394304 -0.850749 -0.751703 -0.462407 -0.225304
726	-1.47929  1.69586 0.976149	 0.962113  0.510301  0.538267 -0.692595  0.265316  0.622516 -0.779403 -0.892818 -0.886755 -0.855216
750	 -2.47653 0.0765511 0.0946284	-0.392994 -0.473673  0.514505  0.252788  0.203432  0.547629 -0.653064  0.753707  0.678124 -0.193348
769	-3.19674 -2.13374  1.46016	-0.917059  0.713679 -0.601605 -0.289701 -0.308414  0.347654  0.773289  0.551553  0.641881  0.138551
780	  0.294141    6.93865 0.00585826	-0.986888 -0.215834  -0.31828   0.13573  0.968484  0.550821  0.496299 -0.823003  0.278877  0.961912
805	-0.334685   1.88612   1.61866	 0.358625  0.773204  0.533827 -0.189146  -0.85142   0.77479 -0.201936  0.898915 -0.785281  0.228532
820	 -2.74923 -0.332891  0.939542	 -0.703679  0.0281582   0.717622  -0.469453   0.493584   -0.27851  -0.353201  -0.418663   0.327913 -0.0937847
826	-0.305808   8.18817   1.07927	  0.520775  -0.210085   0.222426   0.539881   0.942201  -0.437068 -0.0124431   -0.74071   0.769863   0.624211
830	-0.763174    10.065     1.554	  0.847817  -0.354454  -0.921268   0.709636   0.820626   0.175159  -0.892965    0.98546    -0.9085 -0.0294335
832	-1.39678  4.74007  1.36887	 0.669425  0.965574 -0.356171  0.665518  0.723327 -0.508353 -0.688937  0.802059 -0.798718 -0.868311
847	-0.275779   5.51076  0.750422	 0.117484  0.480253  0.366144   0.95388 -0.761578 -0.733749 -0.345913 -0.859124 -0.818209  0.193215
854	-0.773331   3.62762  0.369416	  0.630696   0.140317   0.396989  -0.766425  -0.113419   0.991225 -0.0418938  -0.124469   0.244966   0.945166
856	 -1.7361  3.67572 0.949018	0.0172131  0.648521  0.409823 -0.612297 -0.543306 0.0405188   0.52802  0.853683  0.274094   -0.5854
858	-1.87975  3.15932  1.85014	  0.505766   0.228551  -0.159189  -0.116608   0.727327   0.858024  -0.468087    0.13715  -0.754273 -0.0113927
863	-3.27516 -1.52087    1.783	 -0.246518   0.316082  -0.100492   0.422176 -0.0457827   0.996911  0.0794767  -0.229979  -0.131938   0.579069
869	-1.61171  8.48141  0.13786	 0.426482  0.762388 -0.766821 -0.549322 0.0158664 -0.768497  0.556423  -0.89786  0.826175 -0.892971
877	0.617254  5.90725  1.25844	-0.698683  0.876748  0.746952 -0.954643 -0.131184 -0.989386  0.860171 -0.614945  0.406594  0.438314
916	-2.58355 0.265349 0.900093	  -0.354016    0.235827    0.240315   -0.389806    -0.68944   -0.502793    0.667206    0.272352    0.884415 -0.00677508
937	-0.753973   3.08381  0.110928	-0.490627 -0.618222 -0.522979 0.0607089  0.514029 -0.241998  0.143917 -0.239433 -0.278874  0.510661
953	-0.555905   6.57831   1.81502	 0.0364577   0.555652   0.767362  -0.606662  -0.121735 -0.0609784  -0.443177   0.756868  -0.674452    0.77702
966	-1.35435  8.62455 0.649853	  0.704319   0.345159  0.0238279   0.561387   0.754055 -0.0416735  -0.728297 -0.0311136   0.726056  -0.582109
967	-0.136653   2.26323   1.07713	  0.209924 -0.0803279   0.416948   0.951345    0.10881   0.319688   0.554498  -0.358391  -0.745459  -0.432962
974	  -2.2836 -0.618196  0.152029	-0.481639  0.753411 -0.775592 -0.907704  0.494264 -0.479463 -0.436654   0.45908  0.509917 -0.426881
993	0.405704  6.96454  1.63322	 -0.204167    0.95429  -0.485235   0.731808 -0.0896459   0.364398  -0.274497   0.146474   0.378063  -0.303513
1	0.0540634   9.05814   1.68362	 0.271423  0.434594 -0.716795  0.213938 -0.967399 -0.514226 -0.725537  0.608353 -0.686642 -0.198111
450	1.19673 6.04894 1.32433	   0.437861    0.226384    0.663394   -0.570037    0.967678    0.514457 -0.00571609   -0.841966    0.862367    0.694664
495	0.560328  2.49048  1.64067	  0.230124   0.670537  -0.112265   0.448592  -0.477599  -0.655942   0.987854  -0.599509 -0.0770482    0.11251
585	0.101285  8.92222 0.744408	-0.946435   0.62818 -0.120741  0.771118  0.268833  0.396329 -0.560216  -0.68318  0.259331 -0.886926
644	-0.242833   1.22535   1.43556	  -0.507558   -0.116429   -0.559142 9.65595e-05   -0.172068   -0.776583    0.837145   -0.910866    0.876236    0.424918
806	  1.15131   3.06113 0.0431384	    0.8396 -0.0115108  -0.542699  0.0880128  -0.685314  -0.338185   0.367926  -0.372283  0.0861604 -0.0940711
997	  1.3541  3.39384 0.112505	  0.957896  -0.947002 -0.0411545   0.833408  -0.436345 0.00909197   0.639122   -0.87136  -0.238784   0.629636
39	0.890813   4.7118  1.70546	 -0.533762   0.853152   0.102886    0.86684 -0.0111862   0.105137   0.878258   0.599291   0.628277   0.188995
205	0.193122  9.23375  1.08675	 -0.82374 -0.236689 -0.188512 -0.769172  0.497672  0.153202  0.190203 -0.671276  0.381834  0.115238
303	0.0942841   1.59678  0.543862	  0.148815  -0.810304  -0.581444  -0.931634  -0.092654   0.538602   -0.43365 -0.0860901 -0.0283009  -0.388461
387	-0.0202209    1.21023     1.0184	 0.697444 -0.710744  0.545737  0.955667 -0.757362 -0.184818 0.0458717 -0.953967  0.629629  0.681943
393	 1.26012  6.53455 0.424257	 0.558383 0.0892488 -0.280181  0.293521  0.953542  -0.13568 -0.667779  0.138626  0.761403 0.0176166
464	 1.06994  6.70578 0.116567	-0.0271644  -0.938594  0.0233461  0.0937692  -0.480435   0.147365   0.414446   0.454165   -0.62307   0.198851
506	0.826091  2.45359 0.716559	 0.0570979   0.298157 -0.0329808  -0.586699  -0.951868  -0.636283  -0.695073  -0.596589   0.738513   0.521662
541	-0.887669  0.199373  0.164311	 0.363751 -0.810184  0.846111 -0.298946 -0.642631  0.692483  0.774198 -0.594429 -0.972962  0.256381
607	 -1.28924  -0.29532 0.0688569	 0.857771  0.365062 -0.315899  0.110394 -0.381549 -0.394416 -0.410487   0.22923  0.941711  0.766937
883	-0.247581   1.07055  0.420344	 -0.228695  -0.253224   -0.72205   0.963305   0.265201   0.597859   0.578917   -0.32015   0.210408 -0.0402983
888	-2.49124 -2.05701  1.82339	-0.673224  0.738515  0.465692  0.524957  0.393131 -0.896395  0.682839  0.924648  0.158043 0.0180768
978	 -1.14383 -0.128126   0.54257	 0.847127  0.669788  0.269063  0.935854  -0.81944  0.381526  0.121651  0.424061 -0.589178  0.374483
31	0.639836  1.90761 0.542425	 -0.391429   0.777447 -0.0468307   -0.66036   0.219458  0.0514942   0.237851   0.192392  -0.532688   0.659617
505	    1.29  6.74325 0.997821	 -0.645631  -0.234013   0.220104   0.247822  -0.799595  -0.480147  -0.845421   0.909552  -0.478063 -0.0129028
881	0.695829  1.92743 0.939948	 0.319909  0.615612  0.414649  0.612549  0.380785 -0.802948  0.206118 -0.782346 -0.422539 -0.567341
924	0.470042  8.69108 0.409986	 -0.452965  -0.515122   0.268808   -0.40809 -0.0404977  -0.108878  -0.980781 -0.0421047   0.805151  -0.197431
944	-0.738931 0.0819554   1.22006	  0.541749  -0.497136  -0.277354  -0.555318   0.689805 -0.0480154   0.130868   0.317116   0.462769  -0.639126
958	-1.24888 -0.59665  1.80157	-0.460583 -0.887011 -0.803478 -0.215128 0.0572398 -0.342544 -0.192652 -0.238265  0.445713 -0.914156
972	 1.4806  5.6811 1.46518	 -0.703872   -0.52895   0.964815 -0.0106197  -0.990227  -0.556681   -0.75033  -0.302126  -0.698704   0.704034
990	0.167313  9.55205  1.27756	 0.626775  0.684412  0.858377  0.728922 -0.125648  0.253674  0.554018 -0.745404  0.741505 -0.747587
21	 1.82787  3.30857 0.827355	 0.551535 -0.423241 -0.340716 -0.620498  0.968726 -0.992843  0.654782 -0.337042 -0.623598 -0.127006
37	  2.3149    3.977 0.264383	-0.997749 -0.988582 -0.389522 -0.476859  0.310736   0.71511 -0.637678 -0.317291  0.334681  0.758019
240	1.27654 2.33732 1.19147	-0.530628 -0.612642  0.611599  0.810904  0.798053  0.720474 -0.521382 -0.721557 -0.992283  0.651193
320	 2.15704  5.17921 0.172842	    -0.11852     0.658588     0.986127   -0.0218225     0.586611     0.160737   -0.0157173 -0.000238776     0.189437     0.294118
352	-0.714944 -0.109453  0.602268	 0.557441  0.358546  0.410345 -0.735391  0.574247  0.676651 -0.634387  0.555139 -0.134072  0.830405
491	0.335313  1.25576 0.810391	-0.818872  0.828541 -0.317489  0.568303 -0.477678  -0.14722  0.545934 -0.295492 -0.263617  0.721796
720	-2.25166  -2.0816  1.41317	 0.356614 -0.573021  0.445456  0.346258 -0.773101 -0.989985 -0.607182 -0.888886  0.521174 -0.774538
894	-2.37526 -2.22431 0.819559	  -0.247127   -0.567394 -0.00685626    0.735985    -0.63099   -0.692812    0.841444   -0.346896   -0.980197   -0.879196
962	-1.65492 -1.47966 0.848878	 -0.204616  -0.266026   0.881517  -0.779395  -0.809792 -0.0563513    -0.4894  -0.502774 -0.0686135  -0.138268
984	1.18058 7.44282 1.67904	-0.428851  -0.79993 -0.943686 -0.541451  0.495974   0.58049 0.0557716  0.479026 -0.539958 -0.647828
92	-0.850992 -0.728288  0.773569	 0.173073  0.751864 0.0296977  0.943636  0.307519  0.289024  0.969959  0.597412 -0.220667 0.0310637
156	 1.05567  1.90305 0.884813	 0.275465  0.551331  -0.69478  0.369597 -0.834865   0.96063  0.145526 -0.728911 -0.935632 -0.100276
245	-0.467032 -0.108558   0.94487	-0.616979  -0.39542  0.435901 -0.694166  -0.49356  0.395233  0.879839 -0.653823  0.198238  0.781436
435	0.587291  9.24812 0.414996	-0.774835  0.314731 -0.046711 -0.359641  0.538494  0.994349 0.0419562 -0.863106   0.19074 -0.984009
438	1.16839 7.89946 1.21186	-0.677564  0.811091 -0.649315  0.980512 -0.279833  0.695432  0.848172  0.918068  0.369954  0.993716
458	  1.9268  5.99706 0.836952	-0.789868  0.198694 -0.779928  0.349745   0.55264  0.419134  0.764037 0.0928183  0.914636 -0.586214
691	-0.759436 -0.443571  0.903341	 0.577675   0.98504  0.223746 -0.241459  -0.91154 0.0926845  0.297577 -0.406828 -0.930789 0.0247947
876	-0.173391  0.183284   1.85341	  0.43138 -0.660551  0.898652 -0.217473 0.0395367 -0.977929 -0.961671  0.341561   0.88618  0.300928
880	-0.0513797   0.491914   0.996641	-0.609299 -0.517972 -0.271535   0.65277   0.55341 -0.236703 -0.331228  0.593814  0.807924  0.644273
968	1.46349 3.75818 1.57166	 0.0707698  -0.385812  0.0864311  -0.069716    0.93266   -0.20925  -0.724557 -0.0435116  -0.647863  -0.970503
7	 1.7531 3.13501 1.39422	  -0.12088    0.84794  -0.203127   0.629534   0.368437   0.821944 -0.0350187   -0.56835   0.900505   0.840256
77	 2.72299  4.32248 0.157145	0.0822792 -0.988314 -0.462632 -0.616739  0.386741 -0.111805  -0.52728  0.306173  -0.56169 -0.301352
176	0.856077  1.43922 0.602748	    -0.736   0.835434  -0.133772 -0.0382378   0.376799  -0.447313  -0.910408   0.256382   0.704783   0.116574
216	-0.574059  -0.66958   0.95213	  -0.670692   -0.928305    0.853177   -0.802067   -0.557659   -0.862373   -0.336166   -0.248872 -0.00929081    0.853498
262	-0.433585 -0.654393   1.24584	0.0617849  0.340304 -0.315476 -0.559083  0.948404  0.971187 -0.935924 -0.355861  0.405282 -0.384058
591	 1.62002  2.38341 0.856898	 0.988993 -0.644176  0.621343 0.0971595 -0.440802 -0.269265  0.944689  0.218569  0.014178 -0.536388
908	-0.353561 -0.690477    1.9232	 -0.98383 -0.923996  0.950221 -0.700206 -0.702167    0.9922  0.590282 -0.801692 -0.567363  0.251796
929	0.99617 1.48493 1.13404	-0.855068 -0.290085 -0.258897  0.212723  0.231102  0.707033  0.083084 -0.194724 0.0889554  0.197064
36	  2.32758   2.84514 0.0740298	-0.198582 -0.275691  0.437734  0.603793  0.355625 -0.694248 -0.934215 -0.872879  0.371444 -0.624767
78	0.439639 -1.29623 0.610838	-0.899067  -0.81136   0.61871  0.758025  0.973287 0.0425216  -0.43144 -0.639727 -0.281507 -0.122019
109	 0.371765 0.0478342  0.243312	 -0.476233   0.886163  -0.826808  -0.415585    0.49846 -0.0518749   0.721174   0.609281  0.0167388   0.270492
123	0.790048 -1.10984  1.79912	 0.158988 -0.817372 -0.236476  0.356703  0.852729  0.688964  0.244428 -0.225978  0.367666 -0.607144
132	  2.0343  1.78034 0.803308	 0.231871 -0.929972 -0.924136  -0.07587 -0.734885  0.861307 -0.815021  0.280225  0.855412   0.68208
159	 1.53062   1.1664 0.655671	 0.214773 -0.987756 -0.900134 -0.153244 0.0436689  0.109778  0.978118 -0.316755 -0.404618 -0.761552
165	 1.22667 0.591299 0.905664	  0.475223  -0.779634   0.428466   0.599356  -0.722633   0.633335  -0.626099   0.820523   0.379017 -0.0113657
200	 0.633775 -0.902995   1.29509	 -0.451329  -0.732726   0.657442   0.338354   0.232325   0.559229 -0.0807291   0.892786   0.990505 -0.0951923
364	0.671516  -1.4984 0.572981	  0.103495   0.783474   0.664873  -0.621319   0.914055  -0.508061  -0.570094  -0.885257   0.098447 -0.0132022
425	 0.970891  -1.13733 0.0126868	-0.439906 -0.372207   0.37385 -0.475829 -0.563808 -0.651901 -0.125317 -0.938749  0.893639   0.85237
454	1.83588 2.95513 1.49565	-0.896303  0.966829  0.650354 -0.445509  0.621863  0.735537  0.789661 -0.593126  0.431804  0.356717
568	0.284636 -1.58524 0.543489	-0.966459 -0.636573  0.978231 -0.647857  0.393729  0.538728 -0.966727 -0.821981 -0.738099  0.140824
617	0.539416 0.303333  1.68193	0.0398898 -0.821094  0.262062  0.145971 -0.539264 -0.937461 -0.201109  0.309587 -0.812372 -0.618913
658	 2.23287  2.32506 0.335318	  0.372091  0.0743567 -0.0935449  -0.313566   0.182262   0.992905   0.618629   0.611527  -0.794545    0.53586
661	 0.973051 -0.525531   1.35869	 0.292211 -0.530569   0.41876  0.403501  0.106824  0.133905 -0.912969 -0.746562  0.226235  0.414595
752	  0.915509 -0.0911352    1.47965	 0.810964  0.806817  -0.52067  -0.19685 -0.155989 0.0863359  0.329478 -0.641484 -0.660876  -0.46709
776	0.407479  -1.2127  1.71672	 0.907782 -0.113279 -0.162403 -0.535625  0.675651 -0.854089  0.385558 -0.426602  0.803272 -0.777114
794	 0.910535 -0.996235  0.599277	 -0.41409  0.438827 -0.325616 -0.642949 0.0342573  0.656161  0.470606  -0.49384  0.146997  0.493546
841	0.726329  -1.0001  1.32959	 0.154986   0.91094 -0.908109  0.919285 -0.378032 0.0937729 -0.300177 -0.206379  0.229604  0.488099
843	 1.50091 0.251165  1.62677	-0.425756 -0.181035 -0.101826  0.457224  0.129919 -0.946841  0.368164  0.221809  0.972445  0.990132
878	 2.14299  2.61547 0.141896	 -0.965168  0.0160025  -0.959596  0.0446268 -0.0244993   0.471784   0.384076  -0.125848  -0.745689  -0.576388
927	 1.64265 0.741012 0.935277	  -0.03407   0.870361   0.574175   0.381922   -0.88602   0.373035 -0.0171531  -0.378772   0.737805   0.922747
942	  1.02142 -0.834148  0.370675	-0.770661 -0.313814  0.627311 -0.489216  0.230006 -0.211193  -0.69711 -0.953315  0.978288  0.431521
979	1.85779 1.95847 1.66166	0.0400809  0.470501   -0.1505  0.457585  0.206553  0.357194 -0.551792 -0.154997  0.624475 -0.290177
14	  1.67509 -0.773714  0.728125	 -0.80072 0.0616159  0.514588  -0.39141  0.984457  0.153942  0.755228  0.495619   0.25782 -0.929158
44	2.78513 1.97092 1.09116	 -0.560424   0.260486   0.847025   0.475877 -0.0742955  -0.122876   0.701173   0.905324   0.897822   0.798172
110	 1.95928 0.959987  1.26808	 0.852588  0.948997 -0.608924 -0.319949 0.0753195 -0.711507 -0.573756  0.585132  0.723517  0.226092
113	  2.4502  2.08673 0.586017	-0.0290799  -0.567086   0.587757  -0.891572   0.525357  -0.347806  -0.904516   0.643684  -0.287676 -0.0396132
148	2.27453 2.16083 1.77382	 -0.109843   -0.26309  -0.199704   0.541194 -0.0732437  -0.203421   -0.98106   0.243388   0.928497  -0.641563
169	 2.57995  1.32914 0.810601	 -0.580536    0.47454   0.725557  -0.258271 -0.0866607   0.488779   0.339743   0.469085  -0.695875  -0.527021
184	 1.51309 -1.81451 0.566976	-0.245246  0.495884  -0.38984 0.0324059 -0.598306 -0.282545 0.0978761 -0.371891 -0.404303  0.351501
301	   1.5076 -0.637452  0.550483	 0.120047 -0.502016 -0.993436  0.433097  -0.95481 -0.670471 -0.602135  0.494314 -0.733372 0.0666969
344	-3.47418  7.71423 0.216695	 -0.467904  -0.247613   0.108737  -0.685334   0.862874   0.784842  -0.350078  -0.368495   0.676061 -0.0805489
367	2.16357 1.19303 1.81549	 -0.685628  -0.898822   0.895947   -0.43948  -0.480146   0.686717  -0.338598 -0.0455099  -0.557105  -0.786587
519	   2.22936 0.00732086    1.75123	 0.384653  0.440501   0.56344  0.156334  0.709064 -0.828902 -0.884813  0.884342 -0.333832  0.469616
655	 2.50138  2.06087 0.357457	  -0.1118  0.694693  0.456766   -0.5967 -0.577949 -0.451614 -0.955974 -0.687135 -0.853858  0.842232
667	 2.38566 0.568744  1.02987	-0.940505 -0.600729 -0.238767 -0.580786  0.748244  -0.73098 -0.496437  0.723859  0.554307  0.406393
777	  2.26407 -0.375233   0.79924	 -0.618019   0.647359  -0.295216   -0.46367   0.597632  -0.260034  -0.304197   0.560956 -0.0307597  0.0843846
797	 1.43198 -1.40117  0.93985	 -0.721768  -0.669218    0.72027  0.0638728   -0.20832  -0.557752 -0.0664786   0.539931  -0.103922  -0.309206
989	  2.77839   1.67579 0.0487319	 -0.684991   0.304373   0.477344  -0.594265 -0.0762612  -0.562557  -0.151368   0.511633   0.531866   -0.49773
6	 2.87339 -2.57471 0.727392	-0.668052 -0.119791   0.76015  0.658402 -0.339326 -0.542064  0.786745  -0.29928   0.37334  0.912936
17	 3.02205 0.315541  1.83856	 -0.439916  0.0922137   0.438537  -0.773439 -0.0570331    0.18508   0.888636 -0.0981649  -0.327298   0.695369
38	 3.14046 -3.31613  1.47211	  -0.62747  -0.685722 0.00692201   0.657915   0.351308    0.80834  -0.617777  -0.210957   0.412133   0.737848
57	   2.9351 -0.939089  0.897495	 0.406373 -0.334216 -0.570952  0.518417 -0.483777  0.367148 -0.967645  0.690246  0.704822  0.201525
64	 3.34987 0.665003  0.73691	  0.886444   0.536411  -0.755827   -0.92347  0.0298719    -0.2014  -0.576869 -0.0947003  -0.679676  -0.383506
119	  2.5927 -2.15655  0.50845	 -0.39555 -0.433723  0.819057 -0.364152  0.784636  0.457805  0.913222 -0.491135 -0.781326  0.395482
179	 3.01176 0.536411 0.601092	0.00629616  -0.839189  0.0844932   0.801791   0.703573   0.366906  -0.338707  -0.797893   -0.21148   0.787819
193	-4.32728  7.22913 0.869808	  0.991824  -0.773453   0.990597   0.807324   0.500465  -0.895665   0.956335   0.613386   0.848036 -0.0643535
198	  3.32049  -1.83587 0.0796757	 0.901787  0.580917  -0.33954 -0.568724  0.985537 -0.796094  0.896412 -0.939148 -0.705186  0.321051
202	 3.27707 0.492073  1.56579	-0.551324 -0.194272  0.248272  0.341975  0.134538  0.796943  0.609249  -0.20802  0.135297 -0.158426
208	-3.61703  5.94649 0.928326	-0.931239 -0.288167 -0.892933 -0.112806 -0.270413  0.814619  0.933737 -0.626856  0.735955  -0.82676
280	 3.50208 0.417907  0.17377	 -0.241978   0.143178   0.553871  -0.138676  -0.320796  -0.377717   0.822066   0.838351 -0.0976505   0.778525
296	  2.51949 -0.814459   1.63229	-0.00636399   -0.584575    -0.36393    0.304101   -0.193619    0.603205   -0.665466    0.968772   0.0340513   -0.348282
313	  3.20384 -0.342481   1.93357	  0.116608   0.331907    0.15694   0.105878   0.469364   0.693325   -0.42406  -0.605678 -0.0889612   0.407338
